,sentence,age,gender,language,paths
19630,வேற்கண்ணி யாளொருத்தி சோலை தன்னில்,twenties,male,Tamil,common_voice_ta_19535666.wav
19631,நாடி வந்து நடுவிற் படுத்தாள்.,thirties,male,Tamil,common_voice_ta_19083462.wav
19632,நுனி முதல் அடி வரை.,twenties,male,Tamil,common_voice_ta_21303568.wav
19633,அள்ளும் பெருவெளியாம்!,thirties,female,Tamil,common_voice_ta_19635695.wav
19634,சாற்றி லேதும் தவறே இல்லை,not_defined,not_defined,Tamil,common_voice_ta_19345238.wav
19635,தெருப் பக்கத்தில் இருக்கும் அறையில்,twenties,female,Tamil,common_voice_ta_21346385.wav
19636,வார்த்தைக்கு மோசமில்லை.,twenties,male,Tamil,common_voice_ta_19346778.wav
19637,"""""""மங்கையே, ராமனருள் வாய்ந்தவனாம்; வானமட்டும்""",not_defined,not_defined,Tamil,common_voice_ta_19137386.wav
19638,"சான்றவர் சான்றாண்மை குன்றின், இருநிலந்தான் தாங்காது மன்னோ பொறை.",twenties,male,Tamil,common_voice_ta_21294230.wav
19639,உலகோரின் பலசொல்லை உறவோடு கற்று,not_defined,not_defined,Tamil,common_voice_ta_19819853.wav
19640,மிகவும் குளிரடிக்கின்றது,twenties,male,Tamil,common_voice_ta_21189806.wav
19641,இவளது தந்தையும் மனைவியை யிழந்து,thirties,male,Tamil,common_voice_ta_19878861.wav
19642,எனக்கு உடம்பு சரியில்லை,not_defined,not_defined,Tamil,common_voice_ta_19278009.wav
19643,"உடுக்கை இழந்தவன் கைபோல, ஆங்கே, இடுக்கண் களைவதாம் நட்பு.",twenties,male,Tamil,common_voice_ta_19728429.wav
19644,காவலன்பால் தூதொன்று போகச் சொன்னார்;,not_defined,not_defined,Tamil,common_voice_ta_20059450.wav
19645,ஒன்னாரைத் தேறேல்.,twenties,male,Tamil,common_voice_ta_19965869.wav
19646,சுவையுடன் அமைந்தவை கவலை விளைத்தன.,thirties,male,Tamil,common_voice_ta_19423205.wav
19647,"விண்ணின் விரிவும், மண்ணின் வனப்பும்",thirties,female,Tamil,common_voice_ta_19969910.wav
19648,சிந்தனையின் சமூக அடிப்படையை மாற்ற வேண்டும்,twenties,male,Tamil,common_voice_ta_20052528.wav
19649,அமுதவல்லி உதாரனிடம் கற்கும் போது,thirties,male,Tamil,common_voice_ta_19523183.wav
19650,அனைவருமே வந்திருந்தார். உதார னுக்கும்,twenties,male,Tamil,common_voice_ta_21240344.wav
19651,தாங்காத வருத்தத்தால் விஜய ராணி,not_defined,not_defined,Tamil,common_voice_ta_20067016.wav
19652,சுருங்கிய உள்ளம் விரிந்தபா டில்லையே!,not_defined,not_defined,Tamil,common_voice_ta_19726651.wav
19653,குறிகொண்டே உலகெங்கும் குறைவின்றித் தேடும்;,twenties,male,Tamil,common_voice_ta_19340080.wav
19654,இது என்னது?,not_defined,not_defined,Tamil,common_voice_ta_21289856.wav
19655,நிறமென்று மதமென்று நிந்தித்தல் அறியாத்,twenties,male,Tamil,common_voice_ta_19748352.wav
19656,மறுமலர்ச்சி கண்டதென முழக்கஞ் செய்வீர்!,not_defined,not_defined,Tamil,common_voice_ta_19579269.wav
19657,தென்றலிலே மெல்லச் சிலிர்க்கும் மலர்போலே,thirties,male,Tamil,common_voice_ta_19947164.wav
19658,நகைப்பை முழக்கு! நடத்து லோகத்தை!,not_defined,not_defined,Tamil,common_voice_ta_19139122.wav
19659,"""""""ஒன்றைத்தின் றால் இவ் வுலகமக்கள் பேசுவது""",thirties,male,Tamil,common_voice_ta_19924621.wav
19660,வீதிகள் இடையில் திரையை விலக்கி,twenties,male,Tamil,common_voice_ta_20100356.wav
19661,சிந்து நதியின்மிசை நிலவினி லே,twenties,male,Tamil,common_voice_ta_19294235.wav
19662,இது தவிர வேறு ஏதாவது சொல்ல இருக்கிறதா?,twenties,female,Tamil,common_voice_ta_21300820.wav
19663,குழந்தையை வைத்துக் குந்தி யிருந்தாள்.,twenties,male,Tamil,common_voice_ta_19761584.wav
19664,மேதினி துயர்ப்பட விரும்புதல் இதமா?,thirties,male,Tamil,common_voice_ta_19232617.wav
19665,எழில்முதுகிற் கைவைத்தான்! புதுமைஒன்று கண்டேன்.,twenties,male,Tamil,common_voice_ta_19760842.wav
19666,"விஞ்ஞானம், காவி யங்கள்",not_defined,not_defined,Tamil,common_voice_ta_20073354.wav
19667,அன்றியும்என் காதல் அமுதே! நமதுள்ளம்,twenties,male,Tamil,common_voice_ta_19823386.wav
19668,"என்றழுதான் விம்மி இளையான், கவியரசன்.",not_defined,not_defined,Tamil,common_voice_ta_19579273.wav
19669,"""வேரோடு பேர்த்துவர வேண்டுமே ஐயாவே!""""""",thirties,male,Tamil,common_voice_ta_19083515.wav
19670,காத்திருந்தான் அந்தத் தோப்பினிலே.,not_defined,not_defined,Tamil,common_voice_ta_19303136.wav
19671,பிறர்சூழ்ச்சி செந்தமிழை அழிப்ப துண்டோ?,not_defined,not_defined,Tamil,common_voice_ta_21302114.wav
19672,தங்க மாமனார் தாமும் சிரித்தார்.,thirties,male,Tamil,common_voice_ta_21281904.wav
19673,எங்கள் தமிழாசிரியர் மிகவும் நகைச்சுவை உணர்வு கொண்டவர்,twenties,female,Tamil,common_voice_ta_20261288.wav
19674,கடவுளாணை என்றுரைத்த,thirties,male,Tamil,common_voice_ta_21302149.wav
19675,எதிரிலுறும் அமுதவல்லி இருவர் தம்மைக்,not_defined,not_defined,Tamil,common_voice_ta_19823630.wav
19676,படுத்துப் புரண்டு பிடித்தாள் தூக்கம்!,not_defined,not_defined,Tamil,common_voice_ta_19819851.wav
19677,ஊருணி நீர்நிறைந் தற்றே உலகவாம் பேரறிவாளன் திரு.,twenties,male,Tamil,common_voice_ta_19823385.wav
19678,"விளங்குறும் அதுபோல், வேளை தோறும்",twenties,male,Tamil,common_voice_ta_19535494.wav
19679,பஞ்சமர் பார்ப்பனர் என்பதெல் லாம்என்ன? தோழி - இவை,not_defined,other,Tamil,common_voice_ta_19816117.wav
19680,"""""""இன்று நீங்கள் இலந்தை யூர்க்குச்""",not_defined,not_defined,Tamil,common_voice_ta_19136945.wav
19681,பெருஞ்சிரிப்பின் ஒளிமுத்தோ நிலவே நீதான்!,thirties,male,Tamil,common_voice_ta_20529545.wav
19682,அணியணி யாயவர் நிற்கும் - இந்த,not_defined,not_defined,Tamil,common_voice_ta_19820078.wav
19683,மடையன் என்றெண்ணி வாளா யிருந்தான்.,thirties,male,Tamil,common_voice_ta_21277352.wav
19684,இரண்டு பற்கள் இல்லைஎன் றுரைத்தான்.,twenties,male,Tamil,common_voice_ta_20526317.wav
19685,"""""""என்னடி வஞ்சி! இதுவும் தெரியாதா?""",not_defined,not_defined,Tamil,common_voice_ta_19143701.wav
19686,"""நீயும் பெண்களும் """"நிகர்"""" என்கின்றார்!""",twenties,male,Tamil,common_voice_ta_19728355.wav
19687,சொல்லிடு வோம்புவி மேல்.,twenties,female,Tamil,common_voice_ta_19820393.wav
19688,"மணிநதியை, உயர்குன்றைத் தேனை அள்ளிப்",twenties,female,Tamil,common_voice_ta_20378139.wav
19689,அதன்பிறகு நடந்தவற்றை அறிவிக் கின்றேன்:,twenties,male,Tamil,common_voice_ta_21300538.wav
19690,காவியம் செய்வோம் நல்ல காடு வளர்ப்போம்,not_defined,not_defined,Tamil,common_voice_ta_21304419.wav
19691,கிழக்கு வெளுக்கமுன் வெளியிற் கிளம்பினேன்,twenties,male,Tamil,common_voice_ta_20578142.wav
19692,எப்போ தும்போல் இரண்டு பல்லிகள்,twenties,male,Tamil,common_voice_ta_21291708.wav
19693,'நீயேன் தெருவில் நிற்கிறாய்' என்று.,not_defined,not_defined,Tamil,common_voice_ta_19165033.wav
19694,"இங்கு நான்இரேன் சங்கிலி, தெரிந்ததா!",thirties,male,Tamil,common_voice_ta_21340312.wav
19695,வாராயோ வாராயோ காதல் கொள்ள...,not_defined,not_defined,Tamil,common_voice_ta_21330625.wav
19696,புண்ணிய நாட்டினிலே - இவர்,twenties,male,Tamil,common_voice_ta_19761492.wav
19697,வராதீர் மச்சான் வராதீர் என்றார்.,twenties,male,Tamil,common_voice_ta_20474850.wav
19698,ஆறெனவே பால்சுரந்து,not_defined,not_defined,Tamil,common_voice_ta_19373207.wav
19699,சாரற்ற சக்கையாய்ச் சத்துடம்பைக் குன்றவைத்துப்,not_defined,not_defined,Tamil,common_voice_ta_21302472.wav
19700,எனவையம் கலங்கக் கண்டு,not_defined,not_defined,Tamil,common_voice_ta_19823620.wav
19701,தொடவும் தகாதென்று சொன்னார் நறுந்தேன்,thirties,male,Tamil,common_voice_ta_21354674.wav
19702,கேண்மைகொள் சேசுவின் கீர்த்தி யுரைத்திடு தோழி - அவர்,twenties,male,Tamil,common_voice_ta_20636563.wav
19703,அவையினிலே அசைவில்லை பேச்சு மில்லை;,not_defined,not_defined,Tamil,common_voice_ta_19329187.wav
19704,"""""""போ போ"""" என்றுரைக்கும்.""",thirties,male,Tamil,common_voice_ta_21302147.wav
19705,தீவினை அகற்று.,twenties,male,Tamil,common_voice_ta_19294329.wav
19706,என்பு முறிந்த வன்புலி யுடம்பைக்,not_defined,not_defined,Tamil,common_voice_ta_19278012.wav
19707,தனியறையில் கண்ணொடுகண் சந்தித்த ஆங்கே,thirties,male,Tamil,common_voice_ta_20529388.wav
19708,கழிக்கையிலே மற்றொன்றும் பின்னொன்றும் பெற்றாள்!,not_defined,not_defined,Tamil,common_voice_ta_20065613.wav
19709,தமிழர்கள் என்ற சேதி,twenties,male,Tamil,common_voice_ta_20056602.wav
19710,யுஎன்குலம்ரு என்றுனைத் தன்னிடம் ஒட்டிய,not_defined,not_defined,Tamil,common_voice_ta_21302927.wav
19711,தலைமைஅமைச் சன்புகல்வான்: 'எனது மன்னா,twenties,male,Tamil,common_voice_ta_21256216.wav
19712,சகிக்கமுடி யாததுயர் அடைய நேரும்.,twenties,female,Tamil,common_voice_ta_21354159.wav
19713,மேனி சிலிர்த்தாள்! - இதைக்,twenties,male,Tamil,common_voice_ta_19761020.wav
19714,நெட்டை யன்தலை குட்டை இறைப்பினில்,twenties,male,Tamil,common_voice_ta_19760979.wav
19715,என்றுசொன்னாள் வஞ்சி. இளையான் திடுக்கிட்டான்.,not_defined,not_defined,Tamil,common_voice_ta_19729011.wav
19716,அந்த நேரம் அண்ணன் அங்கே,not_defined,not_defined,Tamil,common_voice_ta_20077820.wav
19717,அரவம் ஆட்டேல்.,not_defined,not_defined,Tamil,common_voice_ta_19278031.wav
19718,காவலிலே சிக்கிஅவள் தவித்திடுகின் றாளோ!,not_defined,not_defined,Tamil,common_voice_ta_19820081.wav
19719,சம்பாத்யம் இவையுண்டு தானுண் டென்போன்,twenties,male,Tamil,common_voice_ta_19159404.wav
19720,என்றுரைத்தாள். இதுகேட்டுச் செல்வப் பிள்ளை,thirties,male,Tamil,common_voice_ta_20529363.wav
19721,விரைவில்என் ஆட்சி யிலே - ஒரு,not_defined,not_defined,Tamil,common_voice_ta_21339014.wav
19722,வந்துட் கார்ந்தார் வழக்கப் படியே.,twenties,male,Tamil,common_voice_ta_19137810.wav
19723,வாயுறையாம் வள்ளுவன்தரு முப்பால் வாய்ப்பினும்,not_defined,not_defined,Tamil,common_voice_ta_20056634.wav
19724,பிறநாடு பிறர்சொத்து பிறர்சொந்தம் எதையும்,not_defined,not_defined,Tamil,common_voice_ta_20069044.wav
19725,விரைவாய் உண்டார்; விரைவாய் ஏறினார்;,not_defined,not_defined,Tamil,common_voice_ta_19303137.wav
19726,"என்ன நண்பா, எப்படி இருக்கீங்க?",thirties,male,Tamil,common_voice_ta_19329192.wav
19727,வாய்க்குவரா இந்துஸ்தான்! ஆபாச நடனம்!,not_defined,not_defined,Tamil,common_voice_ta_21338817.wav
19728,இவைகள் என்னை எடுத்துப் போயின!,twenties,male,Tamil,common_voice_ta_19748304.wav
19729,காதலுக்கு வழிவைத்துக் கருப்பாதை சாத்தக்,not_defined,not_defined,Tamil,common_voice_ta_21338850.wav
19730,என்னை அறிந்தால்,not_defined,not_defined,Tamil,common_voice_ta_19345222.wav
19731,இயற்கையில் உற்பத்தியாகும் மின்சாரம்,thirties,male,Tamil,common_voice_ta_19866558.wav
19732,வீழ்வதுபோல் தனித்தாளும் கொடிய ஆட்சி!,twenties,male,Tamil,common_voice_ta_20474833.wav
19733,தலையாகிய அறமேபுரி,not_defined,not_defined,Tamil,common_voice_ta_19373203.wav
19734,கட்டழகன் திருத் தோளினைச் சேர்ந்திடச்,not_defined,not_defined,Tamil,common_voice_ta_21345811.wav
19735,நன்று தமிழ்வளர்க! - தமிழ்,twenties,male,Tamil,common_voice_ta_19965897.wav
19736,நெஞ்சினையும் விழிகளையும் தன்னிலையில் ஆக்கிப்,twenties,male,Tamil,common_voice_ta_19346691.wav
19737,கொல்லா நலத்தது நோன்மை; பிறர் தீமைசொல்லா நலத்தது சால்பு.,twenties,female,Tamil,common_voice_ta_21300817.wav
19738,சாந்தியால் உலகம் தழைப்பது நன்றா?,not_defined,other,Tamil,common_voice_ta_19816229.wav
19739,தாய்த்தன்மை தந்த தமிழரசி வாழியவே!,thirties,male,Tamil,common_voice_ta_19341616.wav
19740,காப்பீர் என்று காப்புங் கட்டி,not_defined,not_defined,Tamil,common_voice_ta_19345241.wav
19741,கர்த்தர் உரைத்தது புத்தமு தென்றறி தோழா - அந்தப்,thirties,male,Tamil,common_voice_ta_21339851.wav
19742,மகனைப் பெற்றெடுத்தல் மட்டும் தாயின் பணியல்ல.,not_defined,not_defined,Tamil,common_voice_ta_21302924.wav
19743,கனவொழிய நனவுலகில் இறங்கிவந்தோம் நாங்கள்;,not_defined,not_defined,Tamil,common_voice_ta_20056652.wav
19744,"""""""பேரன்பு கொண்டவரே, பெரியோ ரே,என்""",thirties,male,Tamil,common_voice_ta_19866583.wav
19745,எல்லாரும் நன்றாய் இருக்க நினைத்திடுவான்.,thirties,male,Tamil,common_voice_ta_19341624.wav
19746,உதவாதினி ஒருதாமதம்,thirties,male,Tamil,common_voice_ta_19422368.wav
19747,அண்ணாந்து பார்த்திட்டான் அம்மலையின் உச்சிதனை!,twenties,male,Tamil,common_voice_ta_20427267.wav
19748,"புழுதி, குப்பை,உமி - இவற்றின்",twenties,male,Tamil,common_voice_ta_20778991.wav
19749,ஆழமப்பா உன்வார்த்தை! உண்மையப்பா,twenties,male,Tamil,common_voice_ta_19340079.wav
19750,காடுபோல் இருப்பது கருதிக் கனைத்தார்.,not_defined,not_defined,Tamil,common_voice_ta_19345240.wav
19751,சொந்தநாட் டார்எண்ணம் அறிய வேண்டும்.,twenties,female,Tamil,common_voice_ta_20377726.wav
19752,வருத்த மாய்இருப் பதாய் நினைத்தார்!,thirties,other,Tamil,common_voice_ta_19385541.wav
19753,"இருக்கின்ற வேந்தர்களே, என்வார்த்தை கேட்டிடுவீர்!",twenties,male,Tamil,common_voice_ta_21303566.wav
19754,நாம் இருவரும் இனி நல்ல நண்பர்களாக இருப்போம்.,not_defined,other,Tamil,common_voice_ta_19816119.wav
19755,வாளைச் சுழற்றும் விசையினிலே - இந்த,not_defined,not_defined,Tamil,common_voice_ta_20068400.wav
19756,காலனும் அஞ்சக் கலக்கும் மராட்டர்,twenties,male,Tamil,common_voice_ta_19535858.wav
19757,பெரும்பே றடைவதுதான் பெற்றிஎன்க தோழர்களே!,twenties,male,Tamil,common_voice_ta_21240370.wav
19758,மூடிய தொழிற்சாலை முக்கோடி தோழர்களே!,twenties,male,Tamil,common_voice_ta_20068796.wav
19759,அஞ்சாத பொருளில்லை அவனியிலே,not_defined,not_defined,Tamil,common_voice_ta_19579270.wav
19760,மறுக்கின்றார் காதலினைக் கைம்மைகூறி!,not_defined,not_defined,Tamil,common_voice_ta_19820079.wav
19761,தமிழ் செம்மொழி மாநாடு,twenties,female,Tamil,common_voice_ta_21387357.wav
19762,ராணி விஜயா நடத்திவைத்த சூழ்ச்சிதனைக்,twenties,female,Tamil,common_voice_ta_19820409.wav
19763,என்றுரைத்தேன். உலகப்பன் எழுந்துதுள்ளி,thirties,male,Tamil,common_voice_ta_19947165.wav
19764,உன்னதமான ஒரு லட்சியத்துக்காக போராடு,twenties,female,Tamil,common_voice_ta_19820411.wav
19765,நிமிர்ந்து நில். வளைந்து நிற்காதே.,thirties,other,Tamil,common_voice_ta_19385676.wav
19766,விசாலப் பார்வையால் விழுங்கு மக்களை!,thirties,male,Tamil,common_voice_ta_21302145.wav
19767,"மூடப் பழக்கம், முடிவற்ற கண்ணுறக்கம்",twenties,female,Tamil,common_voice_ta_19820391.wav
19768,என்னுளத்தில் தன்வடிவம் இட்டஎழில் மங்கை,twenties,male,Tamil,common_voice_ta_19340158.wav
19769,இவ்வுலக மக்களிலே என்னபே தங்கண்டாய்?,not_defined,not_defined,Tamil,common_voice_ta_19329186.wav
19770,"படிப்பிலார் நிறைந்த குடித்தனம், நரம்பின்",twenties,male,Tamil,common_voice_ta_20495533.wav
19771,மேலிருந்து கீழே விழுந்திறக்க நானறிவேன்.,thirties,female,Tamil,common_voice_ta_19917608.wav
19772,சாதலைத் தடுக்கவோ தாய்எமன் வந்தாய்?,twenties,female,Tamil,common_voice_ta_19820392.wav
19773,தாவுதல் உண்டதுபோல்,twenties,male,Tamil,common_voice_ta_19780682.wav
19774,என்ன வேண்டுமானாலும் செய்யலாம்,not_defined,not_defined,Tamil,common_voice_ta_21162666.wav
19775,அடுத்த மாடியிலே - நின்ற,thirties,female,Tamil,common_voice_ta_19635721.wav
19776,தந்தை கொஞ்சுதல் தகுமோ? தந்தை,thirties,male,Tamil,common_voice_ta_20529375.wav
19777,தந்தையார்அடி உன்னைக் கொன்றுபோட்டுத்,twenties,male,Tamil,common_voice_ta_21240359.wav
19778,ஒரு விடுகதை சொல்லு,twenties,male,Tamil,common_voice_ta_20526316.wav
19779,இளங்கோவடிகளின் தந்தை இமயவரம்பன் நெடுஞ்சேரலாதன்,not_defined,not_defined,Tamil,common_voice_ta_19278033.wav
19780,மங்குல்கடல் இவற்றோடும் பிறந்ததமி ழுடன்பிறந்தோம்,not_defined,not_defined,Tamil,common_voice_ta_21162675.wav
19781,இனமான ஏந்தல் அண்ணாவின்,thirties,male,Tamil,common_voice_ta_21277401.wav
19782,எண்ணென்ப ஏனை எழுத்தென்ப இவ்விரண்டும் கண்ணென்ப வாழும் உயிர்க்கு.,twenties,male,Tamil,common_voice_ta_20052222.wav
19783,கீழிருந்து பாம்புவிரைந் தோடும் - மர,thirties,other,Tamil,common_voice_ta_19385542.wav
19784,சூதுநிறை யுளமே - ஏ,twenties,male,Tamil,common_voice_ta_19294237.wav
19785,மின்னிவிட்டாய் என்மனதில்! பொன்னாய்ப் பூவாய்,thirties,male,Tamil,common_voice_ta_20529404.wav
19786,என்றன் சொந்த நன்செய் உள்ளது.,not_defined,not_defined,Tamil,common_voice_ta_19141972.wav
19787,பின்னும் அழைக்கும் சிட்டு.,twenties,female,Tamil,common_voice_ta_21346370.wav
19788,"நகையுள்ளும் இன்னாது இகழ்ச்சி; பகையுள்ளும் பண்புள, பாடறிவார் மாட்டு.",not_defined,not_defined,Tamil,common_voice_ta_19278006.wav
19789,கழுதைதான் முன்னேற்றுமோ?,not_defined,not_defined,Tamil,common_voice_ta_19139126.wav
19790,'ராமனெங்கே! ராமன் அருளெங்கே! சஞ்சீவி,twenties,male,Tamil,common_voice_ta_19313176.wav
19791,வீட்டுத் தலைவர் வீட்டில் நுழைந்தார்.,twenties,female,Tamil,common_voice_ta_20329493.wav
19792,டொட்டி இருக்கும் ஒருவீட்டருகில்,twenties,male,Tamil,common_voice_ta_19965811.wav
19793,உயிர்வாதை யடைகிறாள்;,twenties,male,Tamil,common_voice_ta_21240365.wav
19794,சட்டென இதுதான் தக்க தென்று,thirties,male,Tamil,common_voice_ta_21281905.wav
19795,சூழ்கின்ற பேதமும் அந்தத் தொகையிருக்கும்;,twenties,female,Tamil,common_voice_ta_21354789.wav
19796,அறிவுபெற்ற படியாலே எல்லாம் பெற்றீர்!,twenties,male,Tamil,common_voice_ta_20052501.wav
19797,அவைஏறிடும் விதமேயுன,twenties,male,Tamil,common_voice_ta_19390112.wav
19798,வாய்க்கால் வெட்டி தண்ணி பாச்சிய காலமெல்லாம் போயே போச்சு,thirties,other,Tamil,common_voice_ta_19385687.wav
19799,வண்ண இறக்கை - தன்னை,thirties,male,Tamil,common_voice_ta_21277353.wav
19800,சந்தேகம் கேட்கின்றேன். தக்க விடையளிப்பீர்!,not_defined,not_defined,Tamil,common_voice_ta_19671066.wav
19801,மன்னிக்கணும்.,thirties,male,Tamil,common_voice_ta_20229045.wav
19802,தமிழ் எங்கள் உரிமைச்செம் பயிருக்கு வேர்!,not_defined,not_defined,Tamil,common_voice_ta_19373205.wav
19803,சொத்தைப் பல்லைச் சுரண்டிய படியே,not_defined,not_defined,Tamil,common_voice_ta_19823629.wav
19804,"""""""எப்படித்தாம் நாம்பிழைப்போம்? ஏதும் அறிகிலேன்""",twenties,male,Tamil,common_voice_ta_19340217.wav
19805,தமிழ் பேச்சு எங்கள் உயிர் மூச்சு,twenties,male,Tamil,common_voice_ta_20056605.wav
19806,முன்னொன்று தீவினையால் பெருநோய் வந்து,twenties,male,Tamil,common_voice_ta_19823383.wav
19807,கன்னி யனுப்பும் புதுப்பார்வை - அவன்,thirties,female,Tamil,common_voice_ta_19635694.wav
19808,கடலேநிகர் படைசேர்கடு,twenties,male,Tamil,common_voice_ta_20778995.wav
19809,பெருங்கனல்போல் பொறுத்திருப்பாய்; உன் பகைவன்,twenties,female,Tamil,common_voice_ta_20945000.wav
19810,செவிக்குணவில்லாத போழ்து சிறிது வயிற்றுக்கும் ஈயப்படும்,thirties,male,Tamil,common_voice_ta_19232620.wav
19811,ஏற்பாடு செய்யவா என்று கேட்டாள்.,thirties,male,Tamil,common_voice_ta_19083933.wav
19812,மூச்சு விட்டாலும் ஆச்சா என்கிறார்.,thirties,male,Tamil,common_voice_ta_19866580.wav
19813,நேராக செல்லுங்கள்,twenties,male,Tamil,common_voice_ta_19780683.wav
19814,கும்மி,thirties,male,Tamil,common_voice_ta_19878868.wav
19815,காலை வணக்கம்!,twenties,male,Tamil,common_voice_ta_21303074.wav
19816,"உட்கார்ந் திருப்பதையும், ஊர்மக்கள் செல்வதையும்",thirties,male,Tamil,common_voice_ta_19084089.wav
19817,"""""""வாலன் என்னும் மந்திரக் காரனை""",thirties,male,Tamil,common_voice_ta_20229040.wav
19818,தமிழ்நாட்டில் கோடைக்காலம் சித்திரை முதல் ஆடி வரை,twenties,male,Tamil,common_voice_ta_19140100.wav
19819,புவிக்கொன் றுரைப்பேன்: புருஷர் கூட்டம்,thirties,male,Tamil,common_voice_ta_19947155.wav
19820,இவ்வாறு அழுதாள் இளம்பூங் கொடியாள்.,twenties,male,Tamil,common_voice_ta_19294330.wav
19821,தீய்த்துவிட்டாய் என்றாள்.பின் ஓடிவந்து,not_defined,not_defined,Tamil,common_voice_ta_19139125.wav
19822,மேலும் உருக்கிடவே,not_defined,not_defined,Tamil,common_voice_ta_21302923.wav
19823,பஞ்சனை சென்று பதைப்புறு காதலால்,not_defined,not_defined,Tamil,common_voice_ta_19303094.wav
19824,பேருந்து போகிறது,not_defined,not_defined,Tamil,common_voice_ta_21162677.wav
19825,தனிஒரு வெள்ளிக்கலம் - சிந்தும்,not_defined,not_defined,Tamil,common_voice_ta_20065212.wav
19826,இறக்குங்கால் கவலையின்றி இறக்கட்டும் என்று!,twenties,female,Tamil,common_voice_ta_21354197.wav
19827,கையும் காலும் இல்லான் கற்க,not_defined,not_defined,Tamil,common_voice_ta_19141975.wav
19828,சீஎன் றிகழ்ந்திடப் பட்டதண்ணே நறுஞ்,twenties,male,Tamil,common_voice_ta_21303025.wav
19829,"விஸ்வரூ பப்பெருமை, மேலேறும் வன்மைகள்",twenties,female,Tamil,common_voice_ta_21346388.wav
19830,முகூர்த்தத்தில் உன்மனைவி பிள்ளைபெற்றாள் என்றாள்.,thirties,other,Tamil,common_voice_ta_19385582.wav
19831,கத்தியைக் கள்ளனைக் கண்ணால் பார்த்துப்,not_defined,not_defined,Tamil,common_voice_ta_21289817.wav
19832,அவள் எப்பொழுதும் என்னை திட்டிக்கொண்டே இருக்கிறாள்.,twenties,female,Tamil,common_voice_ta_21300816.wav
19833,லாளார் தடக்கைகளே!,twenties,male,Tamil,common_voice_ta_21189822.wav
19834,பூமி திருத்தி உண்.,twenties,male,Tamil,common_voice_ta_21261104.wav
19835,தாங்காது கையால் தடவிப் பார்த்தான்!,twenties,male,Tamil,common_voice_ta_19883049.wav
19836,எக்களிக்க வேண்டும் இதயத்தில்! ஈதன்றி,not_defined,not_defined,Tamil,common_voice_ta_20721059.wav
19837,"எண்ணிய எண்ணியாங்கு எய்து, எண்ணியார் திண்ணியர் ஆகப்பெறின்.",not_defined,not_defined,Tamil,common_voice_ta_21345812.wav
19838,பெறுவதுதான் சாத்தியமோ பேசிடுவீர் தோழர்களே!,twenties,male,Tamil,common_voice_ta_21270081.wav
19839,இவற்றில் இனிமேல் சுவைதனை ஏற்ற,thirties,male,Tamil,common_voice_ta_19924630.wav
19840,டேய் தம்பி அங்க என்ன பண்ற,thirties,male,Tamil,common_voice_ta_19341603.wav
19841,இரிசி வீட்டின் எதிர்த்த வீட்டில்,not_defined,not_defined,Tamil,common_voice_ta_21162667.wav
19842,தாயென்ற பாவனை யோடும் - உன்,thirties,male,Tamil,common_voice_ta_19341481.wav
19843,சொந்த மருகக் கிழவன் தூங்கினான்!,twenties,female,Tamil,common_voice_ta_19538463.wav
19844,சீர்மை மறவேல்.,twenties,male,Tamil,common_voice_ta_19713622.wav
19845,மிக்க வலிமைதனைக் கண்டோ ர் வியக்கின்றார்.,twenties,male,Tamil,common_voice_ta_21189916.wav
19846,வரக்கண்ட தும்குப்பன் வாரி அணைக்கச்,thirties,male,Tamil,common_voice_ta_20229030.wav
19847,"""""""என்னை எழு""""தென்று சொன்னதுவான்!""",thirties,male,Tamil,common_voice_ta_19341584.wav
19848,கூடிச் சுடர்தரும் வான்!,not_defined,not_defined,Tamil,common_voice_ta_19141977.wav
19849,புன்னை மரத்தினில் ஓடிய காதலி,fourties,male,Tamil,common_voice_ta_19819847.wav
19850,பிழைபுரிந் தேனென்று தண்டனை போடுமுன்,twenties,male,Tamil,common_voice_ta_20475012.wav
19851,"உதையயப்ப ராகிவிட்டால், ஓர்நொடிக்குள்",not_defined,not_defined,Tamil,common_voice_ta_19820082.wav
19852,நம்பற்க் குரியர் அவ்வீரர் - தங்கள்,twenties,female,Tamil,common_voice_ta_20435563.wav
19853,ஒரே சிரிப்பு,thirties,male,Tamil,common_voice_ta_19422359.wav
19854,தேடி எடுத்துவந்தான்!,twenties,male,Tamil,common_voice_ta_19713778.wav
19855,எப்படி இவ்வளவு உயரமான மரத்தில் ஏறினாய்?,not_defined,not_defined,Tamil,common_voice_ta_20077780.wav
19856,தன்வசம் ஆக்கிவிட் டாள்ஒருநாள்.,not_defined,not_defined,Tamil,common_voice_ta_20011482.wav
19857,அவன் என்னை அடித்து விட்டான்.,thirties,male,Tamil,common_voice_ta_19423199.wav
19858,அம்முதற் பணத்தினால்,twenties,male,Tamil,common_voice_ta_20778986.wav
19859,இச்சேதி ஊரில் எவரும் அறிந்தார்கள்;,thirties,male,Tamil,common_voice_ta_19341534.wav
19860,வையத்தை ஆள்வது நாம்கண்ட துண்டு,not_defined,not_defined,Tamil,common_voice_ta_19373217.wav
19861,மனத்தில் எனக்கிருப்ப தொன்றே - அதைஇன்றே,twenties,male,Tamil,common_voice_ta_20053016.wav
19862,சீலத்தை இதுவென்று தெரிவிக்கும் நூலாம்;,not_defined,not_defined,Tamil,common_voice_ta_20065216.wav
